"","Age_e","season","r","Heat","Fluids","Steroid","NSAID","Antibiotic","G_O","Sex_e","predicted_disposition"
"1910","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.250513423077593
"1911","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"1912","adult-like","Spring","found on the ground",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.519037648154325
"1913","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1914","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1915","Nestling","Spring","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","unknown",0.448424291138654
"1916","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1917","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1918","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1919","adult-like","Spring","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.519021748659441
"1920","adult-like","Spring","found on the ground",0,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.299971279592479
"1921","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1922","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1923","adult-like","Spring","suspect torpor-like state",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.042585837687052
"1924","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1925","adult-like","Spring","window hit",0,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.328543634551298
"1926","Nestling","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71817193558047
"1927","adult-like","Spring","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.519021748659441
"1928","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1929","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1930","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1931","adult-like","Spring","window hit",0,1,1,0,0,"Selasphorus spp.","Female-like ",0.281249353466502
"1932","Nestling","Spring","nest-related",0,1,0,0,0,"Non-selasphorus spp.","unknown",0.800401806929884
"1933","adult-like","Spring","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0955504376614726
"1934","adult-like","Spring","window hit",1,1,1,0,1,"Non-selasphorus spp.","Female-like ",0.341593890159885
"1935","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1936","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367204862129646
"1937","adult-like","Spring","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.196359451596741
"1938","adult-like","Spring","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.243841525292315
"1939","adult-like","Spring","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.269122894440483
"1940","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1941","adult-like","Spring","caught by domestic animal",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.243829782097583
"1942","adult-like","Spring","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.243841525292315
"1943","adult-like","Spring","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.519021748659441
"1944","adult-like","Spring","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433704129553898
"1945","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1946","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1947","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1948","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1949","adult-like","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.407302276088932
"1950","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1951","adult-like","Spring","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.466541285531193
"1952","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1953","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1954","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1955","adult-like","Spring","caught by domestic animal",1,0,0,0,0,"Selasphorus spp.","Female-like ",0.316972458272705
"1956","adult-like","Spring","found on the ground",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.449847889851485
"1957","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1958","Nestling","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.71818482636921
"1959","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1960","adult-like","Spring","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.218138075761222
"1961","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1962","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1963","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1964","adult-like","Spring","nest-related",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.561000036607951
"1965","adult-like","Spring","caught by domestic animal",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.504385815671286
"1966","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1967","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1968","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"1969","adult-like","Spring","caught by domestic animal",1,0,1,0,1,"Non-selasphorus spp.","Female-like ",0.256090017653379
"1970","adult-like","Spring","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.433719772251276
"1971","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1972","Nestling","Spring","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.695728055509723
"1973","Nestling","Spring","nest-related",1,1,0,0,0,"Selasphorus spp.","unknown",0.707032772003096
"1974","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"1975","adult-like","Spring","found inside",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.40376111694237
"1976","Nestling","Spring","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.751104138789898
"1977","adult-like","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.367219661665241
"1978","Nestling","Spring","unknown",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.700122382053803
"1979","adult-like","Spring","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.398550612759282
"1980","Nestling","Spring","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.658811599464181
"1981","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1982","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"1983","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1984","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"1985","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1986","Nestling","Summer","unknown",1,1,1,0,0,"Non-selasphorus spp.","unknown",0.562629969119568
"1987","Nestling","Summer","nest-related",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.693932320749468
"1988","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1989","Nestling","Summer","nest-related",1,0,1,0,0,"Non-selasphorus spp.","unknown",0.488383628907914
"1990","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"1991","Nestling","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716454675308837
"1992","adult-like","Summer","caught by domestic animal",1,0,0,0,1,"Non-selasphorus spp.","Female-like ",0.447737139681805
"1993","Nestling","Summer","found on the ground",1,0,0,0,0,"Selasphorus spp.","unknown",0.604927782044816
"1994","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1995","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"1996","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"1997","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"1998","adult-like","Summer","window hit",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.464434170993276
"1999","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"2000","Nestling","Summer","nest-related",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.749517556330091
"2001","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"2002","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"2003","Nestling","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","unknown",0.656905435403332
"2004","Nestling","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","unknown",0.716467613634622
"2005","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"2006","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"2007","adult-like","Summer","caught by domestic animal",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.516907280004347
"2008","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"2009","Nestling","Summer","found on the ground",1,1,0,0,1,"Selasphorus spp.","unknown",0.740081283747093
"2010","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"2011","adult-like","Summer","caught by domestic animal",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365239223366758
"2012","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"2013","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"2014","adult-like","Summer","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.469833163153972
"2015","adult-like","Summer","found inside",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.469833163153972
"2016","adult-like","Summer","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431640950739631
"2017","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.377842369138317
"2018","adult-like","Summer","found on the ground",1,1,1,0,0,"Selasphorus spp.","Female-like ",0.203640467796811
"2019","adult-like","Summer","caught by domestic animal",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.431625325870571
"2020","adult-like","Summer","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.365253989408059
"2021","adult-like","Summer","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.24228340973225
"2022","adult-like","Summer","found on the ground",1,1,0,0,0,"Selasphorus spp.","Female-like ",0.377857341397089
"2023","adult-like","Fall","found on the ground",1,0,1,0,1,"Selasphorus spp.","Female-like ",0.0953271387057876
"2024","adult-like","Fall","caught by domestic animal",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109853910037526
"2025","adult-like","Fall","found inside",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.125886958215004
"2026","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"2027","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"2028","adult-like","Fall","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.226684403733016
"2029","adult-like","Fall","window hit",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.202305630422032
"2030","adult-like","Fall","found inside",0,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.312493953002412
"2031","adult-like","Fall","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.181740272716446
"2032","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"2033","adult-like","Fall","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.109860138207513
"2034","adult-like","Fall","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.0388616540147613
"2035","adult-like","Fall","caught by domestic animal",1,1,1,0,1,"Non-selasphorus spp.","Female-like ",0.148128398154635
"2036","adult-like","Winter","unknown",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.287819469881965
"2037","adult-like","Winter","window hit",0,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.219858332025958
"2038","adult-like","Winter","found on the ground",1,1,0,0,1,"Non-selasphorus spp.","Female-like ",0.383309306989405
"2039","adult-like","Winter","found inside",1,0,0,0,0,"Non-selasphorus spp.","Female-like ",0.280591241997952
"2040","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"2041","adult-like","Winter","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.0743362501913053
"2042","adult-like","Winter","suspect torpor-like state",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.0743362501913053
"2043","adult-like","Winter","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.156639805068107
"2044","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"2045","adult-like","Winter","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.156639805068107
"2046","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"2047","adult-like","Winter","suspect torpor-like state",1,0,0,0,0,"Non-selasphorus spp.","Male",0.0573574082831014
"2048","adult-like","Winter","found on the ground",1,0,0,0,0,"Non-selasphorus spp.","Male",0.250513397370715
"2049","adult-like","Winter","found on the ground",1,1,1,0,0,"Non-selasphorus spp.","Male",0.156639786980976
"2050","adult-like","Winter","found on the ground",1,1,1,1,1,"Non-selasphorus spp.","Female-like ",0.161998375488525
"2051","adult-like","Winter","window hit",1,0,0,0,0,"Non-selasphorus spp.","Male",0.276233803281173
"2052","adult-like","Winter","window hit",1,1,1,0,0,"Non-selasphorus spp.","Female-like ",0.174972203216406
"2053","adult-like","Winter","found on the ground",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.123367740315857
"2054","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
"2055","adult-like","Winter","window hit",1,0,1,0,0,"Non-selasphorus spp.","Female-like ",0.138445367402949
"2056","adult-like","Winter","found on the ground",1,1,0,0,0,"Non-selasphorus spp.","Female-like ",0.306102725747192
